URL,Title,Ingredients,Cooking Time,Nutrition Facts,Publish Date,Timestamp,Category
https://www.simplyrecipes.com/irish-baked-mashed-potato-casserole-recipe-11695228,This Irish Potato Casserole Is the Ultimate Comfort Food,"6 tablespoons salted cultured butter, divided, 2 1/2 pounds Yukon Gold potatoes, unpeeled, cut into 2-inch chunks, 1 tablespoon salt, plus more for seasoning, 1 large clove garlic, 3 green onions, sliced, 1 cup whole milk or heavy cream, 1 teaspoon freshly grated nutmeg, divided, 1 pinch cayenne pepper, Freshly ground black pepper, 1 cup (4 1/2 ounces) grated Irish cheddar cheese",80 mins,"Calories: 395, Total Fat 20g: 26%, Saturated Fat 12g: 61%, Cholesterol 56mg: 19%, Sodium 656mg: 29%, Total Carbohydrate 44g: 16%, Dietary Fiber 5g: 16%","Published March 13, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/white-bean-and-salami-toasts-recipe-11691618,The 5-Minute Dinner I Make Again and Again,"4 salami slices, 2 cloves garlic, 2 slices sourdough or 1 long piece of baguette cut in half lengthwise, 2 teaspoons extra-virgin olive oil, 1 1/2 cups (255g) drained cooked or canned white beans, such as cannellini, Freshly ground black pepper, Dried oregano, 3 tablespoons grated or shredded Parmesan, plus more to garnish",5 mins,"Calories: 484, Total Fat 15g: 19%, Saturated Fat 5g: 23%, Cholesterol 26mg: 9%, Sodium 1260mg: 55%, Total Carbohydrate 66g: 24%, Dietary Fiber 6g: 23%","Published March 12, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/quick-garlic-noodles-recipe-11693900,The Quick Garlic Noodles I Make at Least Once a Week,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published March 11, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/3-ingredient-salad-dressing-recipe-8788421,"The 3-Ingredient Salad Dressing So Easy, Even My 5-Year-Old Can Make It",Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published March 10, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/one-pot-spaghetti-with-kale-recipe-11690898,The Quick and Easy Dinner I Make for Pennies on the Dollar,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published March 06, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/ravioli-gnudi-recipe-11690408,The Classic Italian Family Recipe You Need To Make,"6 tablespoons unsalted butter, 1 small yellow onion, finely chopped, 1 clove garlic, minced, 2 (16-ounce) packages frozen chopped spinach, thawed and thoroughly squeezed dry (about 2 cups), 1 cup (8 ounces) full-fat ricotta cheese, 3/4 cup all-purpose flour, plus more for rolling, 1/2 cup grated Parmesan cheese, plus more for garnish, 2 large eggs, lightly beaten, 1 teaspoon kosher salt, plus more for seasoning cooking water, 1/4 teaspoon ground nutmeg, 1/4 teaspoon dried thyme, Extra-virgin olive oil, for garnish",35 mins,"Calories: 165, Total Fat 12g: 15%, Saturated Fat 6g: 31%, Cholesterol 59mg: 20%, Sodium 240mg: 10%, Total Carbohydrate 9g: 3%, Dietary Fiber 1g: 5%","Published March 06, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/mayo-free-egg-salad-recipe-11680456,My Favorite Egg Salad Is Super Easy and Mayo-Free,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published March 05, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/crispy-caesar-smashed-potatoes-recipe-11685714,The 3-Ingredient Crispy Potatoes I Can’t Stop Eating,"Nonstick cooking spray, 1 1/2 pounds small mini potatoes (about the size of a ping-pong ball), 1 tablespoon olive oil, 1/2 teaspoon salt, 1/4 teaspoon freshly ground black pepper, 1/4 cup Caesar dressing, divided, plus more as desired, 1/2 cup shredded Parmesan cheese, divided, Chopped parsley, optional",60 mins,"Calories: 206, Total Fat 10g: 13%, Saturated Fat 2g: 12%, Cholesterol 9mg: 3%, Sodium 419mg: 18%, Total Carbohydrate 25g: 9%, Dietary Fiber 3g: 9%","Published March 05, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/dill-pickle-tuna-salad-recipe-11687047,This 3-Ingredient Tuna Salad Is My Favorite,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published March 04, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/one-pot-sausage-and-orzo-recipe-11683752,I Make This One-Pot Dinner Every Single Week (It’s Ready in Under 30 Minutes),"1 tablespoon extra-virgin olive oil, 8 ounces hot or sweet Italian sausage, casings removed, 3 cloves garlic, minced, 1 1/4 cups orzo, 2 1/2 cups low-sodium chicken broth, 1/2 cup oil-packed sun-dried tomatoes, thinly sliced, 1 (5-ounce) container baby spinach, 1/4 cup heavy cream, Salt, as needed, to taste, 1/4 cup freshly grated Parmesan cheese",30 mins,"Calories: 222, Total Fat 12g: 15%, Saturated Fat 5g: 23%, Cholesterol 23mg: 8%, Sodium 411mg: 18%, Total Carbohydrate 19g: 7%, Dietary Fiber 2g: 6%","Published March 04, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/easy-rice-and-beans-freezer-burritos-recipe-8788021,The Easy Homemade Burritos My Whole Family Will Eat,"2 tablespoons olive oil, 2 cups long-grain brown rice, 4 cups water, 1 teaspoon salt, 1 lime, zested and juiced, 1/2 cup chopped cilantro leaves, packed, 2 (15-ounce) cans pinto beans, drained, 1 cup water, 2 teaspoons garlic powder, 2 teaspoons salt, 3 to 4 dashes Tabasco, to taste, 12 medium tortillas, at room temperature, 7 ounces shredded sharp cheddar cheese, 15 ounces jarred salsa, divided, Sour cream, for serving, Guacamole, for serving",55 mins,"Calories: 418, Total Fat 15g: 20%, Saturated Fat 6g: 28%, Cholesterol 38mg: 13%, Sodium 1392mg: 61%, Total Carbohydrate 51g: 18%, Dietary Fiber 7g: 24%","Published March 03, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/hungarian-potato-casserole-recipe-11679654,The Cozy Hungarian Potato Casserole I’m Making From Now On,"1 tablespoon unsalted butter, softened, 3 pounds Yukon Gold potatoes (about 8 medium potatoes), scrubbed, 3 tablespoons kosher salt, divided, 12 large eggs, 12 ounces smoked sausage (preferably dry-cured Spanish chorizo), sliced into 1/8-inch-thick rounds, 1 (16-ounce) container sour cream, 1 cup heavy whipping cream, 2 tablespoons all-purpose flour, 3/4 teaspoon freshly ground black pepper, divided, Paprika and chopped fresh dill, for garnish",2 hrs,"Calories: 508, Total Fat 34g: 43%, Saturated Fat 16g: 81%, Cholesterol 301mg: 100%, Sodium 1546mg: 67%, Total Carbohydrate 34g: 12%, Dietary Fiber 3g: 11%","Published March 03, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/mapo-tofu-recipe-8788034,This Mapo Tofu is Ready in 30 Minutes Flat,"3/4 pound ground pork, 1 tablespoon minced fresh ginger, 1 tablespoon minced garlic, 2 teaspoons freshly ground Sichuan peppercorns, 1 tablespoon Pixian chili bean paste (doubanjiang), 2 tablespoons chili crisp (to taste), 1/2 cup low-sodium chicken stock, 1 pound silken tofu, drained and cubed, 2 teaspoons cornstarch, 2 teaspoons water, to dissolve cornstarch, 1 green onion, sliced, for garnish",25 mins,"Calories: 328, Total Fat 20g: 26%, Saturated Fat 6g: 29%, Cholesterol 58mg: 19%, Sodium 364mg: 16%, Total Carbohydrate 12g: 4%, Dietary Fiber 2g: 6%","Published March 02, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/golden-coconut-rice-recipe-11682284,The Special Rice I Make at Least Once a Week,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published February 27, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/broccoli-pasta-recipe-8789954,The 20-Minute Dinner I Make on Busy Weeknights,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published February 27, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/marry-me-pasta-recipe-11686122,The Easy Dinner Recipe That Got Me a Husband,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published February 26, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/melting-cabbage-recipe-11686109,Melting Cabbage Is So Good I Make It Once a Week,"2 to 3 tablespoons olive oil, 1 medium head green or red cabbage (about 1 1/2 pounds), cut into 8 wedges with the core still intact, 1 medium yellow onion, thinly sliced, 3 cloves garlic, minced, 1/2 cup dry white wine, 1 to 2 cups chicken or vegetable stock, 1 teaspoon kosher salt, 1/2 teaspoon freshly ground black pepper, 1 leaf bay leaf, optional, Juice from 1/2 lemon, 2 tablespoons unsalted butter, optional, Fresh chopped parsley or dill to garnish, optional",70 mins,"Calories: 117, Total Fat 7g: 9%, Saturated Fat 1g: 5%, Cholesterol 2mg: 1%, Sodium 529mg: 23%, Total Carbohydrate 9g: 3%, Dietary Fiber 2g: 9%","Published February 26, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/stuffing-mix-chicken-meatball-recipe-11679347,These 3-Ingredient Meatballs Are the Easiest You’ll Ever Make,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published February 25, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/air-fryer-potato-chip-chicken-tenders-recipe-11678667,The Secret to No-Mess “Fried” Chicken Is in the Snack Aisle,"1 cup all-purpose flour, 2 tablespoons seasoned salt (such as Lawry’s), 1 teaspoon freshly ground black pepper, 3 large eggs, lightly beaten, 1 (13-ounce) bag kettle-cooked potato chips, 2 pounds boneless, skinless chicken tenders (about 12), 1 teaspoon kosher salt, plus more to taste, Nonstick cooking spray",50 mins,"Calories: 656, Total Fat 30g: 38%, Saturated Fat 6g: 29%, Cholesterol 231mg: 77%, Sodium 1860mg: 81%, Total Carbohydrate 35g: 13%, Dietary Fiber 2g: 7%","Published February 25, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/easy-patatas-brava-recipe-8770761,I’m Making My Favorite Spanish Tapa at Home All Winter Long,"4 medium russet potatoes (2 pounds), cut into 1-inch cubes, 3 tablespoons extra-virgin olive oil, divided, 3/4 teaspoon kosher salt, 1/4 teaspoon freshly ground black pepper, 1 (8-ounce) jar tomato sauce (about 1 cup), 2 teaspoons sherry vinegar, 2 teaspoons sweet smoked Spanish paprika, 1/2 teaspoon hot smoked Spanish paprika (or 1/4 teaspoon cayenne pepper), 1/2 cup aioli (homemade or store-bought), for serving, 1 tablespoon finely chopped fresh parsley, optional",65 mins,"Calories: 219, Total Fat 7g: 9%, Saturated Fat 1g: 5%, Cholesterol 0mg: 0%, Sodium 373mg: 16%, Total Carbohydrate 35g: 13%, Dietary Fiber 4g: 16%","Published February 24, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/seared-broccoli-recipe-11683475,My Favorite Way To Cook Broccoli Takes Just 10 Minutes,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published February 24, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/skillet-cacio-e-pepe-tortellini-with-wilted-greens-recipe-8788422,This 20-Minute Dinner Saves Me on Busy Weeknights,"5 tablespoons olive oil, divided, 2 (8 to 9-ounce) packages fresh cheese tortellini, or 1 (16- to 20-ounce) bag frozen cheese tortellini, 1 teaspoon kosher salt, 2 teaspoons freshly ground black pepper, plus more for serving, 1 1/2 cups water, 3 ounces baby kale or spinach (about 3 packed cups), 1 cup finely grated Pecorino Romano cheese, plus more for serving",25 mins,"Calories: 670, Total Fat 33g: 42%, Saturated Fat 11g: 54%, Cholesterol 80mg: 27%, Sodium 1186mg: 52%, Total Carbohydrate 69g: 25%, Dietary Fiber 3g: 12%","Published February 21, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/chili-crisp-broccoli-recipe-11679332,The Easy 2-Ingredient Broccoli I Make on Repeat,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published February 20, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/country-captain-chicken-recipe-8789229,Country Captain Chicken Is the Southern Dinner You Need To Make,"4 thick-cut bacon slices, chopped (about 1 cup), 3 tablespoons all-purpose flour, 2 1/2 teaspoons kosher salt, divided, 4 1/2 teaspoons curry powder, divided, 4 bone-in, skin-on chicken thighs, patted dry (about 8 ounces each), 1 medium yellow onion, chopped, 1 green bell pepper, chopped, 3 garlic cloves, finely chopped, 1 (28-ounce) can whole peeled tomatoes, crushed with your hands, 1/2 cup raisins, 4 cups cooked white rice, for serving, Toasted sliced almonds, for garnish, optional",70 mins,"Calories: 562, Total Fat 29g: 37%, Saturated Fat 9g: 43%, Cholesterol 230mg: 77%, Sodium 1518mg: 66%, Total Carbohydrate 34g: 12%, Dietary Fiber 7g: 24%","Published February 20, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/easy-kale-salad-recipe-11679294,The 5-Minute Salad I Make Every Single Week,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published February 19, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/easy-chickpea-curry-recipe-8788223,The 20-Minute Dinner I Make Almost Every Week,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published February 18, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/greek-style-potatoes-recipe-11679242,"For the Best Ever Potatoes, Make Them the Greek Way","2 pounds medium to large yellow potatoes, such as Yukon Gold, 2 tablespoons olive oil, 1 1/4 teaspoons dried oregano, 1 teaspoon garlic powder, 3/4 teaspoon salt, plus more to taste, Freshly ground black pepper, to taste, 2 to 4 tablespoons crumbled feta, or to taste, 1 handful finely chopped fresh herbs like parsley, dill, and/or chives (optional but highly recommended), Lemon wedges, to serve",35 mins,Nutrition Facts not found,"Published February 18, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/cheesy-couscous-recipe-8788047,My 10-Minute Side Dish Goes With Everything,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published February 17, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/lasagna-soup-recipe-8787977,This Lasagna Soup Will Satisfy Your Lasagna Craving in Half the Time,"Kosher salt, 8 ounces lasagna noodles, broken into bite-sized pieces (see recipe note), 1 tablespoon extra-virgin olive oil, 1 pound bulk Italian sausage or links, casings removed, 1 yellow onion, chopped, 3 cloves garlic, chopped, 2 tablespoons tomato paste, 1 teaspoon dried basil, 1 teaspoon dried oregano, 1/4 teaspoon crushed red pepper flakes, 4 cups low-sodium chicken broth, 1 (15-ounces) can crushed tomatoes, 1/2 cup whole milk ricotta cheese, 1/4 cup grated Parmesan cheese, Dash freshly ground black pepper, 1/2 cup shredded whole milk mozzarella cheese (about 2 ounces), 6-8 fresh basil leaves, torn",53 mins,"Calories: 478, Total Fat 30g: 38%, Saturated Fat 12g: 58%, Cholesterol 62mg: 21%, Sodium 940mg: 41%, Total Carbohydrate 27g: 10%, Dietary Fiber 3g: 10%","Published February 17, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/charred-green-beans-recipe-8787871,The Easy Trick for Out of This World Green Beans,"1 pound green beans, trimmed, 1 1/2 tablespoons olive oil, safflower oil, or avocado oil, 1/2 teaspoon salt, 1/4 teaspoon freshly ground black pepper, 1 to 2 teaspoons lemon juice, vinegar, or hot sauce (optional)",12 mins,"Calories: 85, Total Fat 5g: 7%, Saturated Fat 0g: 2%, Cholesterol 0mg: 0%, Sodium 266mg: 12%, Total Carbohydrate 9g: 3%, Dietary Fiber 4g: 13%","Published February 14, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/red-lentil-coconut-soup-recipe-8787811,The Comforting 20-Minute Dinner I Make on Repeat,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published February 13, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/ten-minute-garlic-broccoli-recipe-8786472,The 10-Minute Broccoli I Make At Least Once a Week,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Updated February 24, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/easy-steak-au-poivre-recipe-8785647,"For the Best Possible Steak, Cook It Like the French Do","1 (1 1/2 to 2-pound) flank steak, 2 tablespoons peppercorns, black or any combination of colors, Kosher salt, to taste, 2 tablespoons vegetable or grapeseed oil, 1 tablespoon unsalted butter, 1 large shallot, minced, or 3 tablespoons minced onion, 2 tablespoons Cognac, other brandy, or sherry (if you’re alcohol-free, use apple cider vinegar), 1/2 cup low-sodium beef broth or stock, 1/4 cup heavy cream, 1 sprig fresh thyme or 1/2 teaspoon dried leaves, Finely chopped fresh parsley, for garnish, optional",30 mins,"Calories: 346, Total Fat 20g: 26%, Saturated Fat 8g: 40%, Cholesterol 112mg: 37%, Sodium 166mg: 7%, Total Carbohydrate 4g: 1%, Dietary Fiber 1g: 3%","Published February 12, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/tomato-orzo-soup-recipe-8785940,The 20-Minute Dinner I Make When I’m Too Tired to Cook,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published February 11, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/roasted-chicken-and-sweet-potatoes-recipe-8784909,The 5-Ingredient Dinner I Make Almost Every Week,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published February 10, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/three-ingredient-chicken-breasts-recipe-8773908,The 3-Ingredient Chicken Recipe I Make Once a Week,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published February 09, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/egg-roll-in-a-bowl-recipe-8776031,This 4-Ingredient Dinner Is Faster Than Takeout,"1 tablespoon vegetable oil, 1 pound ground turkey, chicken, beef, or pork, 1 (16-ounce) bag coleslaw mix, 3 tablespoons low-sodium soy sauce, 1 1/2 teaspoons ground ginger, Salt and freshly ground black pepper, to taste, Toppings of your choice, optional (see recipe note), Cooked white or brown rice for serving, optional",25 mins,Nutrition Facts not found,"Published February 04, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/lemon-pepper-salmon-recipe-8773936,The 3-Ingredient Salmon Dinner My Family Has on Repeat,"4 (4-ounce) salmon filets (skin-on or skinless), thawed if frozen, 2 teaspoons avocado oil or other neutral oil, 1 1/2 teaspoons lemon pepper, 1/2 teaspoon dried dill or dill pickle seasoning",15 mins,"Calories: 197, Total Fat 13g: 16%, Saturated Fat 2g: 12%, Cholesterol 54mg: 18%, Sodium 389mg: 17%, Total Carbohydrate 0g: 0%, Dietary Fiber 0g: 1%","Published February 03, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/easy-chicken-and-dumplings-recipe-8779796,The Easy Chicken and Dumplings I’m Making All Winter Long,"1 tablespoon butter, 1 large carrot, peeled and diced, 1 stalk celery, diced, 4 cups chicken broth, 2 (10.5-ounce) cans condensed cream of chicken soup, 2 teaspoons onion powder, 1 teaspoon garlic powder, 4 cups shredded cooked chicken (about 1 pound), 2 cups (8 ounces) Bisquick baking mix, 2/3 cup whole milk, Chopped fresh parsley, for garnish, optional",45 mins,"Calories: 342, Total Fat 16g: 20%, Saturated Fat 5g: 25%, Cholesterol 65mg: 22%, Sodium 1428mg: 62%, Total Carbohydrate 27g: 10%, Dietary Fiber 1g: 4%","Published January 30, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/easy-chicken-cobbler-recipe-8778537,This Super Easy Chicken Cobbler Requires Almost No Prep,"4 tablespoons unsalted butter, 3 cups shredded cooked chicken (about 12 ounces), 1 (10-ounce) package frozen mixed vegetables (carrots, peas, corn, and green beans), 1 (11.5-ounce) package Southern-style cornbread mix (such as Krusteaz), 1 1/2 cups whole milk, 1/2 cup shredded smoked Gouda, Fontina, or Monterey Jack cheese (2 ounces), 1 (10.5-ounce) can condensed cream of chicken soup with herbs, 2 cups low-sodium chicken broth, 1 tablespoon Dijon mustard, 1/2 teaspoon kosher salt, Fresh thyme leaves (optional)",95 mins,"Calories: 435, Total Fat 22g: 29%, Saturated Fat 9g: 46%, Cholesterol 72mg: 24%, Sodium 863mg: 38%, Total Carbohydrate 39g: 14%, Dietary Fiber 4g: 15%","Published January 29, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/easy-chicken-pot-pie-recipe-8776687,The Easy Chicken Pot Pie I Make on Weeknights,"3 tablespoons olive oil, 4 medium carrots, diced, 4 celery stalks, diced, 1 medium yellow onion, finely diced, 1 1/2 teaspoons kosher salt, plus more to taste, 1 teaspoon freshly ground black pepper, plus more to taste, 1 cup fresh or frozen peas, 1 rotisserie chicken, meat picked and shredded into 1 to 2-inch pieces (about 4 cups), 4 tablespoons unsalted butter, 1/4 cup (30g) all-purpose flour, 1 1/2 teaspoons dried dill, 1 teaspoon dried thyme, 1/2 teaspoon garlic powder, 1 1/2 cups chicken or vegetable broth, 1 1/2 cups plus 1 tablespoon whole milk, divided, 1 frozen puff pastry sheet",60 mins,"Calories: 243, Total Fat 17g: 21%, Saturated Fat 6g: 31%, Cholesterol 44mg: 15%, Sodium 537mg: 23%, Total Carbohydrate 14g: 5%, Dietary Fiber 3g: 9%","Published January 28, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/swamp-cabbage-recipe-8771452,Swamp Cabbage Is the Southern Dish You Need To Make,"12 slices (12 ounces) thick-cut bacon, chopped, 1 large yellow onion, thinly sliced, 4 cloves garlic, thinly sliced, 2 teaspoons Cajun or Creole seasoning, 1/2 teaspoon red pepper flakes, plus more to taste, 1 medium green cabbage (about 3 pounds), cored and coarsely chopped, 1 (28-ounce) can whole peeled tomatoes, crushed by hand, 2 fresh thyme sprigs, 1 bay leaf, 2 (14.5-ounce) cans hearts of palm, drained and sliced into 1/4-inch-thick coins, 1 tablespoon apple cider vinegar",70 mins,"Calories: 296, Total Fat 16g: 20%, Saturated Fat 5g: 26%, Cholesterol 42mg: 14%, Sodium 1444mg: 63%, Total Carbohydrate 21g: 8%, Dietary Fiber 7g: 26%","Updated February 11, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/moms-classic-pot-roast-recipe-8776283,My Mom’s Easy Pot Roast Is Pure Comfort,"1 (3 1/2- to 4-pound) chuck roast, Kosher salt and freshly ground black pepper, to taste, 2 tablespoons extra-virgin olive oil, 3 medium yellow onions, peeled and quartered, 6 cloves garlic, roughly chopped, 6 carrots, cut into 2-inch pieces, 1 cup dry red wine, 4 cups beef stock, 2 tablespoons cornstarch, optional, 2 tablespoons water, optional",8 hrs,"Calories: 133, Total Fat 6g: 7%, Saturated Fat 1g: 7%, Cholesterol 10mg: 3%, Sodium 307mg: 13%, Total Carbohydrate 10g: 4%, Dietary Fiber 2g: 6%","Published January 27, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/french-bread-pizza-recipe-8778483,The Secret to the Best French Bread Pizza,"1 loaf French bread (about 14 ounces), 4 tablespoons butter, room temperature, 3 tablespoons olive oil, plus more for drizzling, 1 cup canned crushed tomatoes (about half a 14-ounce can), 2 cloves garlic, 1 finely grated and 1 whole, 1 teaspoon dried oregano, 1/2 teaspoon chili flakes, Kosher salt, to taste, 4 1/2 ounces fresh mozzarella cheese, 1 sprig fresh Italian basil",20 mins,"Calories: 580, Total Fat 31g: 40%, Saturated Fat 13g: 67%, Cholesterol 56mg: 19%, Sodium 991mg: 43%, Total Carbohydrate 57g: 21%, Dietary Fiber 4g: 13%","Published January 23, 2025",2025-03-30 01:24:47,DINNERS
